right,difdemshare,demsharenext,demwinnext,demshareprev,demwinprev,demofficeexp,othofficeexp,demelectexp,othelectexp,y1,y2,x,r,z.1,z.2,z.3,z.4,z.5,z.6
1,0.3596681,0.6628607,1,0.5462629,1,1,0,2,0,0.6628607,1,0.3596681,1,0.5462629,1,1,0,2,0
1,0.3257214,0.6430367,1,0.674271,1,2,0,3,0,0.6430367,1,0.3257214,1,0.674271,1,2,0,3,0
1,0.2405386,0.4904959,0,0.6428874,1,5,0,6,0,0.4904959,0,0.2405386,1,0.6428874,1,5,0,6,0
0,-0.0190082,0.356131,0,0.6202693,1,0,0,0,0,0.356131,0,-0.0190082,0,0.6202693,1,0,0,0,0
0,-0.287738,0.28174,0,0.4904959,0,0,1,0,1,0.28174,0,-0.287738,0,0.4904959,0,0,1,0,1
0,-0.1376141,0.3772528,0,0.3698583,0,0,1,0,1,0.3772528,0,-0.1376141,0,0.3698583,0,0,1,0,1
0,-0.2074213,0.4464109,0,0.3263653,0,0,4,0,4,0.4464109,0,-0.2074213,0,0.3263653,0,0,4,0,4
0,-0.1071782,0.4849899,0,0.3962894,0,0,5,0,5,0.4849899,0,-0.1071782,0,0.3962894,0,0,5,0,5
0,-0.0300202,0.4415523,0,0.4464109,0,0,6,0,6,0.4415523,0,-0.0300202,0,0.4464109,0,0,6,0,6
1,0.0704655,0.4089319,0,0.43946,0,0,9,0,9,0.4089319,0,0.0704655,1,0.43946,0,0,9,0,9
0,-0.1808046,0.3517212,0,0.5352328,1,1,0,1,0,0.3517212,0,-0.1808046,0,0.5352328,1,1,0,1,0
0,-0.2965575,0.37279640000000003,0,0.4089319,0,0,1,0,1,0.37279640000000003,0,-0.2965575,0,0.4089319,0,0,1,0,1
0,-0.1082784,0.3568822,0,0.3136249,0,0,1,0,1,0.3568822,0,-0.1082784,0,0.3136249,0,0,1,0,1
0,-0.2764767,0.3991496,0,1.37e-4,0,0,4,0,4,0.3991496,0,-0.2764767,0,1.37e-4,0,0,4,0,4
0,-0.2017008,0.4727509,0,0.3617617,0,0,5,0,5,0.4727509,0,-0.2017008,0,0.3617617,0,0,5,0,5
0,-0.0544981,0.4249533,0,0.3991496,0,0,6,0,6,0.4249533,0,-0.0544981,0,0.3991496,0,0,6,0,6
0,-0.2093965,0.3350538,0,0.357161,0,0,1,0,1,0.3350538,0,-0.2093965,0,0.357161,0,0,1,0,1
0,-0.0863391,0.4584065,0,0.514738,1,1,0,1,0,0.4584065,0,-0.0863391,0,0.514738,1,1,0,1,0
0,-0.0724172,0.4743707,0,0.4568304,0,1,1,2,1,0.4743707,0,-0.0724172,0,0.4568304,0,1,1,2,1
0,-0.0378567,0.3689943,0,0.4584065,0,0,2,0,2,0.3689943,0,-0.0378567,0,0.4584065,0,0,2,0,2
0,-0.0231633,0.3137425,0,0.4416992,0,0,1,0,1,0.3137425,0,-0.0231633,0,0.4416992,0,0,1,0,1
0,-0.3725151,0.4854832,0,0.4884183,0,0,2,0,2,0.4854832,0,-0.3725151,0,0.4884183,0,0,2,0,2
0,-0.0290337,0.4318548,0,0.3137425,0,0,0,0,0,0.4318548,0,-0.0290337,0,0.3137425,0,0,0,0,0
0,-0.2544401,0.2648909,0,0.2156188,0,0,3,0,3,0.2648909,0,-0.2544401,0,0.2156188,0,0,3,0,3
0,-0.4537063,0,0,0.3297099,0,0,4,0,4,0,0,-0.4537063,0,0.3297099,0,0,4,0,4
0,-1,0.3771107,0,0.2648909,0,0,0,0,0,0.3771107,0,-1,0,0.2648909,0,0,0,0,0
0,-0.5260345,0.2348096,0,0.3020049,0,0,2,0,2,0.2348096,0,-0.5260345,0,0.3020049,0,0,2,0,2
0,-0.5303808,0,0,0.2326702,0,0,3,0,3,0,0,-0.5303808,0,0.2326702,0,0,3,0,3
0,-1,0.3735231,0,0.2348096,0,0,4,0,4,0.3735231,0,-1,0,0.2348096,0,0,4,0,4
0,-0.5481718,0.2448754,0,0.2930981,0,0,7,0,7,0.2448754,0,-0.5481718,0,0.2930981,0,0,7,0,7
0,-0.4899616,0.193344,0,0.2259141,0,0,0,0,0,0.193344,0,-0.4899616,0,0.2259141,0,0,0,0,0
0,-0.0371371,0.4777409,0,0.4119482,0,0,1,0,1,0.4777409,0,-0.0371371,0,0.4119482,0,0,1,0,1
0,-0.0932336,0.4514819,0,0.4272827,0,0,4,0,4,0.4514819,0,-0.0932336,0,0.4272827,0,0,4,0,4
0,-0.0970362,0.5075162,1,0.4533832,0,0,5,1,5,0.5075162,1,-0.0970362,0,0.4533832,0,0,5,1,5
1,0.0150324,0.4768424,0,0.4514819,0,0,6,2,6,0.4768424,0,0.0150324,1,0.4514819,0,0,6,2,6
0,-0.0228931,0.3715821,0,0.3479369,0,0,0,1,0,0.3715821,0,-0.0228931,0,0.3479369,0,0,0,1,0
0,-0.2568358,0.3242516,0,0.4885534,0,0,1,0,1,0.3242516,0,-0.2568358,0,0.4885534,0,0,1,0,1
0,-0.3514968,0.5234184,1,0.3715821,0,0,2,0,2,0.5234184,1,-0.3514968,0,0.3715821,0,0,2,0,2
1,0.111606,0.5069455,1,0.6061069,1,0,0,0,0,0.5069455,1,0.111606,1,0.6061069,1,0,0,0,0
1,0.0325916,0.4797146,0,0.550211,1,1,0,1,0,0.4797146,0,0.0325916,1,0.550211,1,1,0,1,0
0,-0.0405708,0.4612555,0,0.5069455,1,2,0,2,0,0.4612555,0,-0.0405708,0,0.5069455,1,2,0,2,0
1,0.2096636,0.7063841,1,0.574367,1,1,0,1,0,0.7063841,1,0.2096636,1,0.574367,1,1,0,1,0
1,0.4127681,0.7327206,1,0.60017,1,2,0,2,0,0.7327206,1,0.4127681,1,0.60017,1,2,0,2,0
1,0.4654413,0.6282206,1,0.7063841,1,3,0,3,0,0.6282206,1,0.4654413,1,0.7063841,1,3,0,3,0
0,-0.3129383,0.4547957,0,0.5618141,1,0,0,0,0,0.4547957,0,-0.3129383,0,0.5618141,1,0,0,0,0
0,-0.0672332,0.3904621,0,0.3435308,0,0,0,0,0,0.3904621,0,-0.0672332,0,0.3435308,0,0,0,0,0
0,-0.1001336,0.4531964,0,0.4465041,0,0,1,0,1,0.4531964,0,-0.1001336,0,0.4465041,0,0,1,0,1
0,-0.107637,0.4495796,0,0.4054701,0,0,2,0,2,0.4495796,0,-0.107637,0,0.4054701,0,0,2,0,2
0,-0.1008408,0.5172297,1,0.4461815,0,0,3,0,3,0.5172297,1,-0.1008408,0,0.4461815,0,0,3,0,3
1,0.0344594,0.4880795,0,0.4495796,0,0,4,1,4,0.4880795,0,0.0344594,1,0.4495796,0,0,4,1,4
0,-0.243328,0.450037,0,0.3661942,0,0,2,0,2,0.450037,0,-0.243328,0,0.3661942,0,0,2,0,2
0,-0.0792417,0.3716747,0,0.378336,0,0,0,0,0,0.3716747,0,-0.0792417,0,0.378336,0,0,0,0,0
0,-0.2566506,0.4570958,0,0.450037,0,1,1,4,1,0.4570958,0,-0.2566506,0,0.450037,0,1,1,4,1
0,-0.2784297,0.2897415,0,0.2539372,0,0,4,0,4,0.2897415,0,-0.2784297,0,0.2539372,0,0,4,0,4
0,-0.3973756,0,0,0.35034,0,0,5,0,5,0,0,-0.3973756,0,0.35034,0,0,5,0,5
0,-1,0.4182475,0,0.2897415,0,0,6,0,6,0.4182475,0,-1,0,0.2897415,0,0,6,0,6
0,-0.1482829,0,0,0.3831401,0,0,0,0,0,0,0,-0.1482829,0,0.3831401,0,0,0,0,0
0,-1,0.2642691,0,0.3994399,0,0,1,0,1,0.2642691,0,-1,0,0.3994399,0,0,1,0,1
0,-0.4714617,0.3990775,0,0,0,0,2,0,2,0.3990775,0,-0.4714617,0,0,0,0,2,0,2
0,-0.1318632,0.4542225,0,0.3759371,0,0,5,0,5,0.4542225,0,-0.1318632,0,0.3759371,0,0,5,0,5
0,-0.0441195,0.5239162,1,0.4340684,0,0,0,1,0,0.5239162,1,-0.0441195,0,0.4340684,0,0,0,1,0
0,-0.1118501,0.4114926,0,0.4384952,0,0,1,0,1,0.4114926,0,-0.1118501,0,0.4384952,0,0,1,0,1
0,-0.1242488,0.4616102,0,0.4057103,0,0,4,0,4,0.4616102,0,-0.1242488,0,0.4057103,0,0,4,0,4
0,-0.0767796,0.4933081,0,0.4378756,0,0,5,0,5,0.4933081,0,-0.0767796,0,0.4378756,0,0,5,0,5
0,-0.0133839,0.4477524,0,0.4616102,0,0,6,0,6,0.4477524,0,-0.0133839,0,0.4616102,0,0,6,0,6
0,-0.1872012,0.3130703,0,0.33067,0,0,2,0,2,0.3130703,0,-0.1872012,0,0.33067,0,0,2,0,2
0,-0.3738593,0.3528983,0,0.4063994,0,0,3,0,3,0.3528983,0,-0.3738593,0,0.4063994,0,0,3,0,3
0,-0.2942035,0.3494357,0,0.3130703,0,0,4,0,4,0.3494357,0,-0.2942035,0,0.3130703,0,0,4,0,4
0,-0.0637684,0.5026958,1,0.2483213,0,0,7,0,7,0.5026958,1,-0.0637684,0,0.2483213,0,0,7,0,7
1,0.0180557,0.6954435,1,0.4246831,0,0,8,0,8,0.6954435,1,0.0180557,1,0.4246831,0,0,8,0,8
1,0.3908871,0.6892998,1,0.5026958,1,1,0,1,0,0.6892998,1,0.3908871,1,0.5026958,1,1,0,1,0
1,0.4881865,0.6450198,1,0.7393278,1,4,0,4,0,0.6450198,1,0.4881865,1,0.7393278,1,4,0,4,0
1,0.2900396,0.6396568,1,0.7440932,1,5,0,5,0,0.6396568,1,0.2900396,1,0.7440932,1,5,0,5,0
1,0.2793136,0.7076211,1,0.6450198,1,6,0,6,0,0.7076211,1,0.2793136,1,0.6450198,1,6,0,6,0
0,-0.058227,0.4662566,0,0.5167724,1,9,0,9,0,0.4662566,0,-0.058227,0,0.5167724,1,9,0,9,0
0,-0.0348764,0.3856159,0,0.4708865,0,0,1,0,1,0.3856159,0,-0.0348764,0,0.4708865,0,0,1,0,1
0,-0.2992742,0.3901082,0,0.373502,0,0,1,0,1,0.3901082,0,-0.2992742,0,0.373502,0,0,1,0,1
0,-0.2971412,0.5052374,1,0.2911368,0,0,4,1,4,0.5052374,1,-0.2971412,0,0.2911368,0,0,4,1,4
1,0.0104748,0.5314299,1,0.3514294,0,0,0,0,0,0.5314299,1,0.0104748,1,0.3514294,0,0,0,0,0
1,0.0628599,0.5545607,1,0.5052374,1,1,0,1,0,0.5545607,1,0.0628599,1,0.5052374,1,1,0,1,0
0,-0.1276013,0.3914766,0,0.4670337,0,0,1,0,1,0.3914766,0,-0.1276013,0,0.4670337,0,0,1,0,1
0,-0.2170469,0.3552592,0,0.4361994,0,0,2,0,2,0.3552592,0,-0.2170469,0,0.4361994,0,0,2,0,2
0,-0.2894816,0.3392301,0,0.3914766,0,0,3,0,3,0.3392301,0,-0.2894816,0,0.3914766,0,0,3,0,3
0,-0.1034543,0.361744,0,0.2765286,0,0,6,0,6,0.361744,0,-0.1034543,0,0.2765286,0,0,6,0,6
0,-0.2448886,0.4138997,0,0.4482729,0,0,7,0,7,0.4138997,0,-0.2448886,0,0.4482729,0,0,7,0,7
0,-0.1565937,0.2403405,0,0.361744,0,0,0,0,0,0.2403405,0,-0.1565937,0,0.361744,0,0,0,0,0
0,-0.4830666,0.2892783,0,0.3113616,0,0,2,0,2,0.2892783,0,-0.4830666,0,0.3113616,0,0,2,0,2
0,-0.4214433,0.2984197,0,0.2523288,0,0,3,0,3,0.2984197,0,-0.4214433,0,0.2523288,0,0,3,0,3
0,-0.4031607,0.4073587,0,0.2892783,0,0,4,1,4,0.4073587,0,-0.4031607,0,0.2892783,0,0,4,1,4
0,-0.151309,0.4045077,0,0.3789172,0,0,1,0,1,0.4045077,0,-0.151309,0,0.3789172,0,0,1,0,1
0,-0.0664477,0.4891652,0,0.3745383,0,0,4,0,4,0.4891652,0,-0.0664477,0,0.3745383,0,0,4,0,4
0,-0.0216697,0.4895621,0,0.4667762,0,0,5,1,5,0.4895621,0,-0.0216697,0,0.4667762,0,0,5,1,5
0,-0.0026193,0.4074845,0,0.4891652,0,0,6,2,6,0.4074845,0,-0.0026193,0,0.4891652,0,0,6,2,6
0,-0.6138923,0,0,0,0,0,1,0,1,0,0,-0.6138923,0,0,0,0,1,0,1
0,-0.6089441,0,0,0,0,0,4,0,4,0,0,-0.6089441,0,0,0,0,4,0,4
0,-0.6146063,0,0,0,0,0,5,0,5,0,0,-0.6146063,0,0,0,0,5,0,5
0,-0.569493,0,0,0,0,0,0,0,0,0,0,-0.569493,0,0,0,0,0,0,0
0,-0.5530729,0,0,0,0,0,3,0,3,0,0,-0.5530729,0,0,0,0,3,0,3
0,-0.6590658,0,0,0,0,0,4,0,4,0,0,-0.6590658,0,0,0,0,4,0,4
0,-0.6874764,0,0,0,0,0,5,0,5,0,0,-0.6874764,0,0,0,0,5,0,5
0,-0.6258832,0,0,0,0,0,8,0,8,0,0,-0.6258832,0,0,0,0,8,0,8
0,-0.6824652,0,0,0,0,0,0,0,0,0,0,-0.6824652,0,0,0,0,0,0,0
0,-0.5619676,0,0,0,0,0,0,0,0,0,0,-0.5619676,0,0,0,0,0,0,0
1,0.139827,0,0,0,0,1,0,1,0,0,0,0.139827,1,0,0,1,0,1,0
0,-0.7237729,0,0,0.5699135,1,0,0,0,0,0,0,-0.7237729,0,0.5699135,1,0,0,0,0
0,-0.7011715,0,0,0,0,0,3,0,3,0,0,-0.7011715,0,0,0,0,3,0,3
0,-0.1046534,0.472492,0,0.7403744,1,0,0,0,0,0.472492,0,-0.1046534,0,0.7403744,1,0,0,0,0
0,-0.055016,0.4524041,0,0.4476733,0,0,1,0,1,0.4524041,0,-0.055016,0,0.4476733,0,0,1,0,1
0,-0.6386654,0,0,0,0,0,1,0,1,0,0,-0.6386654,0,0,0,0,1,0,1
0,-0.578844,0,0,0,0,0,4,0,4,0,0,-0.578844,0,0,0,0,4,0,4
0,-0.6379861,0,0,0,0,0,5,0,5,0,0,-0.6379861,0,0,0,0,5,0,5
0,-0.5707376,0,0,0,0,0,0,0,0,0,0,-0.5707376,0,0,0,0,0,0,0
0,-0.5835387,0,0,0,0,0,3,0,3,0,0,-0.5835387,0,0,0,0,3,0,3
0,-0.6620977,0,0,0,0,0,0,0,1,0,0,-0.6620977,0,0,0,0,0,0,1
0,-0.5948709,0,0,0,0,0,4,0,4,0,0,-0.5948709,0,0,0,0,4,0,4
0,-0.5310248,0,0,0,0,0,0,0,0,0,0,-0.5310248,0,0,0,0,0,0,0
0,-0.603401,0,0,0,0,0,0,0,0,0,0,-0.603401,0,0,0,0,0,0,0
0,-0.7038889,0,0,0,0,0,2,0,2,0,0,-0.7038889,0,0,0,0,2,0,2
0,-0.2613894,0,0,0,0,0,0,0,0,0,0,-0.2613894,0,0,0,0,0,0,0
0,-0.5159575,0,0,0.3693053,0,0,0,0,0,0,0,-0.5159575,0,0.3693053,0,0,0,0,0
0,-0.578239,0,0,0,0,0,4,0,4,0,0,-0.578239,0,0,0,0,4,0,4
1,0.0701304,0.5495722,1,0.4788452,1,1,0,1,0,0.5495722,1,0.0701304,1,0.4788452,1,1,0,1,0
1,0.1383666,0.5711892,1,0.520193,1,2,0,2,1,0.5711892,1,0.1383666,1,0.520193,1,2,0,2,1
0,-0.5462766,0,0,0,0,0,1,0,1,0,0,-0.5462766,0,0,0,0,1,0,1
0,-0.5442985,0,0,0,0,0,3,0,4,0,0,-0.5442985,0,0,0,0,3,0,4
0,-0.5196677,0,0,0,0,0,4,0,5,0,0,-0.5196677,0,0,0,0,4,0,5
0,-0.5164158,0,0,0,0,0,5,0,6,0,0,-0.5164158,0,0,0,0,5,0,6
0,-0.5699127,0,0,0,0,0,2,0,2,0,0,-0.5699127,0,0,0,0,2,0,2
0,-0.6543254,0,0,0,0,0,3,0,3,0,0,-0.6543254,0,0,0,0,3,0,3
0,-0.6478162,0,0,0,0,0,4,0,4,0,0,-0.6478162,0,0,0,0,4,0,4
0,-0.6040013,0,0,0,0,0,2,0,2,0,0,-0.6040013,0,0,0,0,2,0,2
0,-0.6609317,0,0,0,0,0,0,0,0,0,0,-0.6609317,0,0,0,0,0,0,0
0,-0.6573395,0,0,0,0,0,4,0,4,0,0,-0.6573395,0,0,0,0,4,0,4
0,-0.4637667,0,0,0,0,0,0,0,0,0,0,-0.4637667,0,0,0,0,0,0,0
0,-0.7013622,0,0,0.2681167,0,0,0,0,0,0,0,-0.7013622,0,0.2681167,0,0,0,0,0
0,-0.6833623,0,0,0,0,0,9,0,9,0,0,-0.6833623,0,0,0,0,9,0,9
0,-0.4715207,0.2979541,0,0.3331295,0,0,2,0,2,0.2979541,0,-0.4715207,0,0.3331295,0,0,2,0,2
0,-0.4040919,0.234951,0,0.2642397,0,0,3,0,3,0.234951,0,-0.4040919,0,0.2642397,0,0,3,0,3
0,-0.59429,0,0,0,0,0,1,0,1,0,0,-0.59429,0,0,0,0,1,0,1
0,-0.630101,0,0,0,0,0,3,0,3,0,0,-0.630101,0,0,0,0,3,0,3
0,-0.6406766,0,0,0,0,0,4,0,4,0,0,-0.6406766,0,0,0,0,4,0,4
0,-0.5636144,0,0,0,0,0,0,0,0,0,0,-0.5636144,0,0,0,0,0,0,0
0,-0.7300903,0,0,0,0,0,3,0,3,0,0,-0.7300903,0,0,0,0,3,0,3
0,-0.5339421,0,0,0,0,0,4,0,4,0,0,-0.5339421,0,0,0,0,4,0,4
0,-0.6132919,0,0,0,0,0,5,0,5,0,0,-0.6132919,0,0,0,0,5,0,5
0,-0.760333,0,0,0,0,0,7,0,7,0,0,-0.760333,0,0,0,0,7,0,7
0,-0.6644201,0,0,0,0,0,0,0,0,0,0,-0.6644201,0,0,0,0,0,0,0
0,-0.5803972,0,0,0,0,0,1,0,1,0,0,-0.5803972,0,0,0,0,1,0,1
1,0.4833565,0,0,0,0,4,0,4,0,0,0,0.4833565,1,0,0,4,0,4,0
0,-0.7287888,0,0,0.7352782,1,0,0,0,0,0,0,-0.7287888,0,0.7352782,1,0,0,0,0
0,-0.7244415,0,0,0,0,0,6,0,6,0,0,-0.7244415,0,0,0,0,6,0,6
1,0.1298521,0.5705996,1,0.5757834,1,9,0,9,0,0.5705996,1,0.1298521,1,0.5757834,1,9,0,9,0
1,0.2023711,0.5372381,1,0.5501515,1,10,0,10,1,0.5372381,1,0.2023711,1,0.5501515,1,10,0,10,1
0,-0.5395967,0,0,0,0,0,1,0,1,0,0,-0.5395967,0,0,0,0,1,0,1
0,-0.5576332,0,0,0,0,0,4,0,4,0,0,-0.5576332,0,0,0,0,4,0,4
0,-0.5601116,0,0,0,0,0,5,0,5,0,0,-0.5601116,0,0,0,0,5,0,5
0,-0.573355,0,0,0,0,0,6,0,6,0,0,-0.573355,0,0,0,0,6,0,6
0,-0.6189861,0,0,0,0,0,1,0,1,0,0,-0.6189861,0,0,0,0,1,0,1
0,-0.5965123,0,0,0,0,0,2,0,2,0,0,-0.5965123,0,0,0,0,2,0,2
0,-0.5754348,0,0,0,0,0,3,0,3,0,0,-0.5754348,0,0,0,0,3,0,3
0,-0.7375312,0,0,0,0,0,7,0,7,0,0,-0.7375312,0,0,0,0,7,0,7
0,-0.7066249,0,0,0,0,0,8,0,8,0,0,-0.7066249,0,0,0,0,8,0,8
0,-0.6232654,0,0,0,0,0,0,0,0,0,0,-0.6232654,0,0,0,0,0,0,0
1,0.4350668,0,0,0,0,2,0,2,0,0,0,0.4350668,1,0,0,2,0,2,0
0,-0.7269806,0,0,0.7011281,1,0,0,0,0,0,0,-0.7269806,0,0.7011281,1,0,0,0,0
0,-0.741155,0,0,0,0,0,4,0,4,0,0,-0.741155,0,0,0,0,4,0,4
1,0.2477602,0.6439762,1,0.6302192,1,7,0,7,0,0.6439762,1,0.2477602,1,0.6302192,1,7,0,7,0
1,0.3586973,0.6695852,1,0.6238801,1,8,0,8,0,0.6695852,1,0.3586973,1,0.6238801,1,8,0,8,0
0,-0.5171046,0,0,0,0,0,1,0,1,0,0,-0.5171046,0,0,0,0,1,0,1
0,-0.6191794,0,0,0,0,0,3,0,3,0,0,-0.6191794,0,0,0,0,3,0,3
0,-0.561884,0,0,0,0,0,4,0,4,0,0,-0.561884,0,0,0,0,4,0,4
0,-0.6430082,0,0,0,0,0,5,0,5,0,0,-0.6430082,0,0,0,0,5,0,5
0,-0.5178846,0,0,0,0,0,1,0,1,0,0,-0.5178846,0,0,0,0,1,0,1
0,-0.513589,0,0,0,0,0,2,0,2,0,0,-0.513589,0,0,0,0,2,0,2
0,-0.5619785,0,0,0,0,0,0,0,0,0,0,-0.5619785,0,0,0,0,0,0,0
0,-0.553563,0,0,0,0,0,0,0,0,0,0,-0.553563,0,0,0,0,0,0,0
0,-0.5979012,0,0,0,0,0,1,0,2,0,0,-0.5979012,0,0,0,0,1,0,2
0,-0.5528046,0,0,0,0,0,2,0,3,0,0,-0.5528046,0,0,0,0,2,0,3
1,0.2094375,0,0,0,0,1,0,2,0,0,0,0.2094375,1,0,0,1,0,2,0
0,-0.6580942,0,0,0.6047187,1,0,0,0,0,0,0,-0.6580942,0,0.6047187,1,0,0,0,0
0,-0.6551576,0,0,0,0,0,3,0,4,0,0,-0.6551576,0,0,0,0,3,0,4
1,0.0024236,0.5592268,1,0.3325885,0,0,0,0,0,0.5592268,1,0.0024236,1,0.3325885,0,0,0,0,0
1,0.1184535,0.5000958,1,0.5012118,1,0,0,0,1,0.5000958,1,0.1184535,1,0.5012118,1,0,0,0,1
0,-0.5246907,0,0,0,0,0,1,0,1,0,0,-0.5246907,0,0,0,0,1,0,1
0,-0.5261684,0,0,0,0,0,4,0,4,0,0,-0.5261684,0,0,0,0,4,0,4
0,-0.5590117,0,0,0,0,0,5,0,5,0,0,-0.5590117,0,0,0,0,5,0,5
0,-0.5329523,0,0,0,0,0,6,0,6,0,0,-0.5329523,0,0,0,0,6,0,6
0,-0.5077881,0,0,0,0,0,3,0,3,0,0,-0.5077881,0,0,0,0,3,0,3
0,-0.6322616,0,0,0,0,0,4,0,4,0,0,-0.6322616,0,0,0,0,4,0,4
0,-0.5124738,0,0,0,0,0,5,0,5,0,0,-0.5124738,0,0,0,0,5,0,5
0,-0.7500653,0,0,0,0,0,1,0,2,0,0,-0.7500653,0,0,0,0,1,0,2
0,-0.7204493,0,0,0,0,0,2,0,3,0,0,-0.7204493,0,0,0,0,2,0,3
0,-0.5235476,0,0,0,0,0,0,0,0,0,0,-0.5235476,0,0,0,0,0,0,0
0,-0.1409038,0,0,0,0,0,0,0,0,0,0,-0.1409038,0,0,0,0,0,0,0
0,-0.4968164,0,0,0.4295481,0,0,0,0,0,0,0,-0.4968164,0,0.4295481,0,0,0,0,0
0,-0.5458282,0,0,0,0,0,3,0,3,0,0,-0.5458282,0,0,0,0,3,0,3
1,0.0256355,0.6808355,1,0.5066028,1,2,0,4,1,0.6808355,1,0.0256355,1,0.5066028,1,2,0,4,1
1,0.361671,0.718517,1,0.5128177,1,3,0,5,0,0.718517,1,0.361671,1,0.5128177,1,3,0,5,0
0,-0.666368,0,0,0,0,0,1,0,1,0,0,-0.666368,0,0,0,0,1,0,1
0,-0.7181149,0,0,0,0,0,4,0,4,0,0,-0.7181149,0,0,0,0,4,0,4
0,-0.7317673,0,0,0,0,0,5,0,5,0,0,-0.7317673,0,0,0,0,5,0,5
0,-0.7558748,0,0,0,0,0,6,0,6,0,0,-0.7558748,0,0,0,0,6,0,6
0,-0.6944091,0,0,0,0,0,9,0,9,0,0,-0.6944091,0,0,0,0,9,0,9
0,-1,0,0,0,0,0,10,0,10,0,0,-1,0,0,0,0,10,0,10
0,-0.6762923,0,0,0,0,0,11,0,11,0,0,-0.6762923,0,0,0,0,11,0,11
0,-0.61992100000000006,0,0,0,0,0,0,0,0,0,0,-0.61992100000000006,0,0,0,0,0,0,0
0,-1,0,0,0,0,0,1,0,1,0,0,-1,0,0,0,0,1,0,1
0,-0.8724635,0,0,0,0,0,2,0,2,0,0,-0.8724635,0,0,0,0,2,0,2
1,0.351145,0,0,0,0,5,0,5,0,0,0,0.351145,1,0,0,5,0,5,0
0,-0.7256367,0,0,0.6724078,1,0,0,0,0,0,0,-0.7256367,0,0.6724078,1,0,0,0,0
0,-0.7452381,0,0,0,0,0,7,0,7,0,0,-0.7452381,0,0,0,0,7,0,7
1,0.3148052,0.6736442,1,0.5922565,1,10,0,10,1,0.6736442,1,0.3148052,1,0.5922565,1,10,0,10,1
1,0.4211726,0.6603445,1,0.6574026,1,11,0,11,0,0.6603445,1,0.4211726,1,0.6574026,1,11,0,11,0
0,-0.5463952,0,0,0,0,0,1,0,1,0,0,-0.5463952,0,0,0,0,1,0,1
0,-0.5122043,0,0,0,0,0,4,0,4,0,0,-0.5122043,0,0,0,0,4,0,4
0,-0.526727,0,0,0,0,0,1,0,1,0,0,-0.526727,0,0,0,0,1,0,1
0,-0.5073673,0,0,0,0,0,2,0,2,0,0,-0.5073673,0,0,0,0,2,0,2
1,0.1522784,0.5437477,1,0.4967934,0,0,0,0,0,0.5437477,1,0.1522784,1,0.4967934,0,0,0,0,0
1,0.3251689,0.6627141,1,0.6423512,1,4,0,4,0,0.6627141,1,0.3251689,1,0.6423512,1,4,0,4,0
1,0.3254282,0.7575397,1,0.6625844,1,5,0,5,1,0.7575397,1,0.3254282,1,0.6625844,1,5,0,5,1
1,0.5150794,0.7077629,1,0.6627141,1,6,0,6,0,0.7077629,1,0.5150794,1,0.6627141,1,6,0,6,0
1,0.5376503,0.6393576,1,0.7068999,1,9,0,9,0,0.6393576,1,0.5376503,1,0.7068999,1,9,0,9,0
1,0.2787152,0.6414882,1,0.7688252,1,10,0,10,0,0.6414882,1,0.2787152,1,0.7688252,1,10,0,10,0
1,0.2829764,0.9052681,1,0.6393576,1,0,0,0,0,0.9052681,1,0.2829764,1,0.6393576,1,0,0,0,0
1,0.3665711,0.6555592,1,0.639555,1,3,0,3,0,0.6555592,1,0.3665711,1,0.639555,1,3,0,3,0
1,0.3111185,0.6660944,1,0.6832855,1,4,0,4,0,0.6660944,1,0.3111185,1,0.6832855,1,4,0,4,0
1,0.3530452,0.7024219,1,0.6555592,1,5,0,5,0,0.7024219,1,0.3530452,1,0.6555592,1,5,0,5,0
1,0.3653125,0.6614503,1,0.661209,1,8,0,8,0,0.6614503,1,0.3653125,1,0.661209,1,8,0,8,0
1,0.3229005,0.7157146,1,0.6826562,1,9,0,9,0,0.7157146,1,0.3229005,1,0.6826562,1,9,0,9,0
1,0.4456569,0.6089962,1,0.6614503,1,10,0,10,0,0.6089962,1,0.4456569,1,0.6614503,1,10,0,10,0
1,0.3055719,0.7016088,1,0.6805747,1,13,0,13,1,0.7016088,1,0.3055719,1,0.6805747,1,13,0,13,1
1,0.4252637,0.7264236,1,0.634311,1,14,0,14,0,0.7264236,1,0.4252637,1,0.634311,1,14,0,14,0
1,0.1346469,0.5299923,1,0.4893058,0,0,1,0,1,0.5299923,1,0.1346469,1,0.4893058,0,0,1,0,1
0,-0.0939985,0.4816321,0,0.4311312,0,0,2,0,2,0.4816321,0,-0.0939985,0,0.4311312,0,0,2,0,2
0,-0.0367357,0.4808678,0,0.4530008,0,5,3,6,3,0.4808678,0,-0.0367357,0,0.4530008,0,5,3,6,3
0,-0.0382644,0.4330064,0,0.4816321,0,5,4,7,4,0.4330064,0,-0.0382644,0,0.4816321,0,5,4,7,4
0,-0.06271,0.3377681,0,0.4366651,0,0,7,0,7,0.3377681,0,-0.06271,0,0.4366651,0,0,7,0,7
0,-0.3244637,0.5322064,1,0.468645,0,0,8,0,8,0.5322064,1,-0.3244637,0,0.468645,0,0,8,0,8
1,0.0644127,0.5758782,1,0.3377681,0,0,0,0,0,0.5758782,1,0.0644127,1,0.3377681,0,0,0,0,0
1,0.219506,0.5108916,1,0.6350674,1,3,0,3,1,0.5108916,1,0.219506,1,0.6350674,1,3,0,3,1
